"rank","lemma","translit","pos","gloss_en","combined_zipf","subs_fpm","forum_fpm","subs_zipf","forum_zipf","doc_dispersion_subs","doc_dispersion_forum","register_skew","is_proper","forms_collapsed"
"859","პროდუქტი","p'roduk't'i","noun","product","5.063","53.95","247.77","4.732","5.394","0.1176","0.0354","0","0","პროდუქტი,პროდუქტები,პროდუქტების,პროდუქტის,პროდუქტია,პროდუქტს,პროდუქტებს,პროდუქტზე"
"860","შედარებით","shedarebit'","adv","relatively, comparatively","5.063","50.23","265.55","4.701","5.424","0.1324","0.0660","0","0","შედარებით,შედარებიტ"
"861","ყელი","qeli","noun","neck, throat","5.062","143.24","93.04","5.156","4.969","0.3235","0.0205","0","0","ყელში,ყელის,ყელი,ყელზე,ყელს,ყელშია,ყელამდე,ყელთან"
"862","პოლიცია","p'olitsia","noun","police","5.062","202.76","65.54","5.307","4.817","0.2647","0.0137","0","0","პოლიცია,პოლიციის,პოლიციაში,პოლიციას,პოლიციამ,პოლიციასთან,პოლიციიდან"
"863","მძინავს","mdzinavs","verb","to sleep","5.061","221.37","59.86","5.345","4.777","0.3824","0.0158","0","0","მძინავს,მეძინა,სძინავს,ძინავს,გძინავს,ეძინა,სძინავთ,გეძინა"
"864","დაკვრა","dak'vra","verb","to play (an instrument), to strike, to hit","5.060","139.52","94.51","5.145","4.975","0.1912","0.0160","0","0","უკრავს,დაკვრა,უკრავდა,უკრავენ,დაუკრა,უკრავდნენ,დაკვრის,დაკვრას"
"865","ცა","tsa","noun","sky, heaven","5.060","225.09","58.57","5.352","4.768","0.3676","0.0141","0","0","ცა,ცის,ცაში,ცაზე,ცას,ციდან,ცათა,ცისკენ"
"866","ცვლილება","tsvlileba","noun","change, alteration","5.057","87.43","148.95","4.942","5.173","0.2206","0.0309","0","0","ცვლილება,ცვლილებები,ცვლილების,ცვლილებების,ცვლილებებს,ცვლილებას,ცვლილებებია,ცვლილებით"
"867","ბავშვობა","bavshvoba","noun","childhood","5.057","72.55","179.02","4.861","5.253","0.1912","0.0451","0","0","ბავშვობაში,ბავშვობიდან,ბავშვობის,ბავშვობა,ბავშობაში,ბავშობიდან,ბავშვობიდანვე,ბავშვობაშიც"
"868","ჩაი","chai","noun","tea","5.056","139.52","92.86","5.145","4.968","0.2206","0.0142","0","0","ჩაის,ჩაი,ჩაიში,ჩაიზე,ჩაისთან,ჩაია,ჩაიც"
"869","მათგანი","matgani","pron","one of them, some of them","5.056","206.48","62.61","5.315","4.797","0.4559","0.0161","0","0","მათგანი,მათგანს,მათგანის,მათგანზე,მათგანმა,მათგანია,მათგანში,მადგანი"
"870","ცოდნა","tsodna","noun","to know","5.055","57.67","223.57","4.761","5.349","0.1912","0.0456","0","0","ცოდნა,ცოდნის,ცოდნას,ცოდნით,ცოდნაა,ცოდნაზე,ცოდნაც,ცონდა"
"871","იქით","ik'it'","adv","over there, beyond, that way","5.054","109.75","117.06","5.040","5.068","0.2647","0.0346","0","0","იქით,იქეთ,იქითაც,იქითაა"
"872","გიჟი","giji","noun","crazy, mad, insane","5.054","210.21","60.96","5.323","4.785","0.4412","0.0154","0","0","გიჟი,გიჟები,გიჟივით,გიჟს,გიჯი,გიჟის,გიჟების,გიჟად"
"873","მეცნიერი","metsnieri","noun","scientist, scholar","5.053","102.31","124.94","5.010","5.097","0.1471","0.0170","0","0","მეცნიერები,მეცნიერი,მეცნიერებმა,მეცნიერებს,მეცნიერის,მეცნიერთა,მეცნიერს,მეცნიერებისა"
"874","მოტყუება","mot'q'ueba","verb","deception, trickery, cheating","5.053","161.84","78.74","5.209","4.896","0.3971","0.0218","0","0","იტყუება,მოტყუება,ატყუებენ,მოტყუებით,ატყუებს,გვატყუებენ,ატყუებ,ვატყუებ"
"875","გარდაცვალება","gardatsvaleba","verb","to die, to pass away","5.053","161.84","78.74","5.209","4.896","0.3824","0.0171","0","0","გარდაიცვალა,გარდაცვალების,გარდაცვლილა,გარდამეცვალა,გარდაეცვალა,გარდაიცვლება,გარდაიცვალნენ,გარდაიცვალაო"
"876","მარჯვენა","marjvena","adj","right (direction), right-hand","5.052","132.08","96.34","5.121","4.984","0.3824","0.0206","0","0","მარჯვენა,მარჯვენას,მარჯვენათი"
"877","განცდა","gantsda","verb","to experience, to feel, to perceive","5.052","98.59","128.60","4.994","5.109","0.2206","0.0216","0","0","განიცდის,განიცადა,განვიცდი,განიცდიან,განიცდიდა,განიცდი,განვიცადე,განიცადოს"
"878","შეჭმა","shechma","verb","to eat up, to consume","5.051","165.56","76.54","5.219","4.884","0.3235","0.0191","0","0","შეჭამს,შეჭამ,შეჭამა,შევჭამ,შევჭამდი,შევჭამე,შეჭამე,შეჭამენ"
"879","ყვირილი","q'virili","verb","shouting, screaming, yelling","5.051","407.39","31.07","5.610","4.492","0.3529","0.0067","0","0","ყვირილი,ყვირის,ყვიროდა,ყვირიან,ყვიროდნენ,იყვირა,იყვიროს,იყვირე"
"880","მოპარვა","mop'arva","verb","to steal","5.051","258.57","48.86","5.413","4.689","0.3971","0.0110","0","0","მოიპარეს,მოიპარა,მოპარვა,იპარავენ,იპარავს,მოპარვის,მოვიპარე,მოპარეს"
"881","წაგება","ts'ageba","verb","to lose","5.050","53.95","233.84","4.732","5.369","0.1471","0.0364","0","0","წააგო,წავაგე,წაგება,ვაგებ,წააგებ,წააგებს,წაგების,წააგეს"
"882","კომპიუტერი","k'omp'iut'eri","noun","computer","5.050","46.51","270.87","4.668","5.433","0.0735","0.0508","0","0","კომპიუტერი,კომპიუტერის,კომპიუტერზე,კომპიუტერს,კომპიუტერში,კომპიუტერთან,კომპიუტერები,კომპიუტერების"
"883","გამოშვება","gamoshveba","verb","to release, to issue, to publish","5.049","94.87","132.27","4.977","5.121","0.1618","0.0286","0","0","გამოუშვა,გამოუშვეს,გამოუშვით,გამოუშვი,გამოშვებას,გამოუშვებენ,გამოუშვან,გამოუშვას"
"884","დაგდება","dagdeba","verb","to throw down, to drop, to lay down","5.049","102.31","122.56","5.010","5.088","0.2647","0.0349","0","0","აგდებს,დავაგდებ,გდია,ვაგდებ,დააგდე,აგდებენ,დააგდეთ,დააგდო"
"885","ხიდი","khidi","noun","bridge","5.048","98.59","126.59","4.994","5.102","0.1765","0.0133","0","0","ხიდი,ხიდზე,ხიდის,ხიდს,ხიდიდან,ხიდების,ხიდები,ხიდთან"
"886","აშკარად","ashk'arad","adv","clearly, obviously, apparently","5.047","68.83","180.67","4.838","5.257","0.1471","0.0481","0","0","აშკარად"
"887","სირბილი","sirbili","verb","to run, running","5.046","57.67","214.77","4.761","5.332","0.1618","0.0286","0","0","სირბილი,სირბილის,დავრბივარ,დარბის,დარბიან,ვირბინო,ირბინო,ირბინე"
"888","აქეთ","aket","adv","hither, this way, here","5.045","124.63","98.91","5.096","4.995","0.2206","0.0295","0","0","აქეთ,აქით,აქეთაც"
"889","სავსე","savse","adj","full, complete","5.044","139.52","87.91","5.145","4.944","0.3676","0.0240","0","0","სავსე,სავსეა"
"890","წუხილი","ts'ukhili","verb","worry, concern, sorrow","5.044","745.95","16.41","5.873","4.215","0.7353","0.0041","0","0","ვწუხვარ,წუხს,წუხდნენ,წუხილი,წუხილის"
"891","მხარი","mkhari","noun","side, shoulder, support","5.042","139.52","86.99","5.145","4.939","0.3824","0.0203","0","0","მხარი,მხარს,მხარზე,მხრის,მხრები,მხარში,მხრებზე,მხრით"
"892","კონტროლი","k'ont'roli","noun","control","5.042","109.75","110.46","5.040","5.043","0.1765","0.0223","0","0","კონტროლი,კონტროლის,კონტროლს,კონტროლ,კონტროლზე,კონტროლში,კონტროლიც,კონტროლისა"
"893","თავისუფლება","tavisupleba","noun","freedom, liberty","5.042","117.19","103.31","5.069","5.014","0.2353","0.0188","0","0","თავისუფლება,თავისუფლების,თავისუფლებას,თავისუფლებაზე,თავისუფლებაა,თავისუფლებისთვის,თავისუფლებაც,თავისუფლებაში"
"894","გაფუჭება","gapuch'eba","verb","to spoil, to ruin, to break","5.042","117.19","103.31","5.069","5.014","0.3088","0.0274","0","0","ფუჭდება,გაფუჭდა,აფუჭებს,გამიფუჭდა,გააფუჭეს,გააფუჭა,გაფუჭდება,გაუფუჭდა"
"895","ფრთხილად","prtkhilad","adv","carefully, cautiously","5.041","407.39","29.61","5.610","4.471","0.5147","0.0088","0","0","ფრთხილად"
"896","სამწუხარო","samts'ukharo","adj","regrettable, unfortunate, sad","5.040","199.04","60.41","5.299","4.781","0.4559","0.0190","0","0","სამწუხაროა,სამწუხარო"
"897","სროლა","srola","verb","shooting, throwing","5.038","165.56","71.96","5.219","4.857","0.2206","0.0106","0","0","ისვრის,სროლას,ესროლა,ისვრიან,ვისვრი,ისროლა,ესვრის,ესროლეს"
"898","ხელმძღვანელი","khelmdzghvaneli","noun","leader, head, manager","5.037","139.52","85.16","5.145","4.930","0.2941","0.0082","0","0","ხელმძღვანელი,ხელმძღვანელის,ხელმძღვანელს,ხელმძღვანელმა,ხელმძღვანელები,ხელმძღვანელად,ხელმძღვანელია"
"899","დამოკიდებული","damok'idebuli","adj","dependent, addicted","5.037","68.83","172.42","4.838","5.237","0.1912","0.0425","0","0","დამოკიდებული,დამოკიდებულია,დამოკიდებულები,დამოკიდებულნი,დამოკიდებულს,დამოკიდებულ,დამიკიდებული"
"900","შენობა","shenoba","noun","building","5.037","102.31","115.77","5.010","5.064","0.2059","0.0205","0","0","შენობა,შენობის,შენობაში,შენობები,შენობას,შენობებისთვის,შენობაა,შენობაშია"
"901","ამოსვლა","amosvla","verb","to rise, to come up, to ascend","5.037","94.87","124.76","4.977","5.096","0.2500","0.0303","0","0","ამოდის,ამოვიდა,ამოვა,ამოსვლა,ამოვიდეს,ამომივიდა,ამოდი,ამოუვიდა"
"902","გატეხვა","gat'ekhva","verb","to break, to crack, to violate","5.037","65.11","181.77","4.814","5.260","0.1324","0.0457","0","0","ტეხავს,გამიტყდა,გატეხა,ტყდება,გამიტყდება,გატეხეს,გატყდა,გატყდება"
"903","გამოცხადება","gamotskhadeba","verb","to announce, to declare, to appear","5.036","124.63","94.87","5.096","4.977","0.3676","0.0232","0","0","აცხადებს,გამოაცხადა,გამოცხადდა,გამოაცხადეს,ვაცხადებ,გამოცხადება,გამოცხადდება,ცხადდება"
"904","რუსი","rusi","noun","Russian (person)","5.036","57.67","204.69","4.761","5.311","0.0882","0.0346","0","0","რუსი,რუსები,რუსების,რუსებს,რუსებმა,რუსის,რუსმა,რუსს"
"905","ზრუნვა","zrunva","verb","care, concern, to care","5.036","184.16","64.07","5.265","4.807","0.3676","0.0173","0","0","ზრუნავს,ზრუნვა,იზრუნოს,ზრუნავენ,იზრუნო,ზრუნვის,ზრუნვას,იზრუნებს"
"906","დამტკიცება","damt'k'itseba","verb","to approve, to confirm, to prove","5.036","135.80","86.81","5.133","4.939","0.3088","0.0180","0","0","დამტკიცება,დაამტკიცა,დასამტკიცებლად,დამტკიცდა,დაამტკიცეს,დაამტკიცოს,დამტკიცებას,დაამტკიცებს"
"907","დაავადება","daavadeba","noun","disease, illness","5.035","35.34","331.92","4.548","5.521","0.0882","0.0323","0","0","დაავადება,დაავადების,დაავადებების,დაავადებას,დაავადებები,დაავადებაა,დაავადებაზე,დაავადებებს"
"908","სავარაუდოდ","savaraudod","adv","probably, likely, presumably","5.034","53.95","216.97","4.732","5.336","0.1471","0.0600","0","0","სავარაუდოდ,სავარაუდოთ,სავარუდოდ,სავრაუდოდ"
"909","შემჩნევა","shemchneva","verb","to notice, to observe, to spot","5.034","98.59","118.71","4.994","5.074","0.2794","0.0344","0","0","შევამჩნიე,შემიმჩნევია,შევნიშნე,ვამჩნევ,შეამჩნია,ამჩნევ,შეამჩნევთ,ამჩნევს"
"910","ამიტომაც","amit'omats","adv","that's why, for this very reason","5.034","109.75","106.61","5.040","5.028","0.2647","0.0297","0","0","ამიტომაც,ამიტომაცაა,მიტომაც"
"911","სასმელი","sasmeli","noun","drink, beverage","5.034","184.16","63.52","5.265","4.803","0.3971","0.0123","0","0","სასმელი,სასმელს,სასმელის,სასმელები,სასმელებს,სასმელების,სასმელზე,სასმელია"
"912","ჰაერი","haeri","noun","air","5.033","79.99","145.47","4.903","5.163","0.1765","0.0324","0","0","ჰაერი,ჰაერში,ჰაერის,ჰაერზე,ჰაერს,ჰაერიდან,ჰაერით,ჰაერია"
"913","კლუბი","k'lubi","noun","club","5.033","61.39","189.29","4.788","5.277","0.1029","0.0335","0","0","კლუბი,კლუბში,კლუბის,კლუბს,კლუბები,კლუბებში,კლუბია,კლუბების"
"914","აბსოლუტურად","absolut'urad","adv","absolutely","5.032","117.19","99.09","5.069","4.996","0.2941","0.0275","0","0","აბსოლუტურად,აბსოლიტურად,აფსოლიტურად,აფსოლუტურად,აბსულუტურად"
"915","სინათლე","sinatle","noun","light","5.032","143.24","80.76","5.156","4.907","0.3088","0.0099","0","0","სინათლის,სინათლე,სინათლეს,სინათლეზე,სინათლეში,სინათლით"
"916","განადგურება","ganadgureba","verb","to destroy, to annihilate","5.032","180.44","64.07","5.256","4.807","0.3971","0.0135","0","0","განადგურება,ანადგურებს,გაანადგურა,გაანადგურეს,განადგურების,განადგურდა,გაანადგურებს,ანადგურებენ"
"917","კვლევა","k'vleva","noun","research, study, investigation","5.030","57.67","199.19","4.761","5.299","0.1029","0.0290","0","0","კვლევა,კვლევის,კვლევები,კვლევების,კვლევას,კვლევებს,კვლევით,კვლევაში"
"918","დაკავებული","dak'avebuli","adj","busy, occupied, arrested","5.028","180.44","63.16","5.256","4.800","0.3676","0.0173","0","0","დაკავებული,დაკავებულია,დაკავებულები,დაკავებულ,დაკავებულნი,დაკავებულს"
"919","გვარი","gvari","noun","surname, family name, genus","5.028","72.55","156.84","4.861","5.195","0.1618","0.0297","0","0","გვარი,გვარის,გვარები,გვარს,გვარად,გვარია,გვარით,გვარების"
"920","ხარისხი","khariskhi","noun","quality, degree","5.028","35.34","321.65","4.548","5.507","0.1176","0.0614","0","0","ხარისხის,ხარისხი,ხარისხით,ხარისხს,ხარისხში,ხარისხზე,ხარისხიც,ხარისხია"
"921","ებრაელი","ebraeli","noun","Jew, Hebrew","5.027","221.37","51.24","5.345","4.710","0.0441","0.0070","0","0","ებრაელი,ებრაელები,ებრაელებს,ებრაელების,ებრაელს,ებრაელის,ებრაელია,ებრაელმა"
"922","ქმარი","kmari","noun","husband","5.026","225.09","50.14","5.352","4.700","0.3971","0.0119","0","0","ქმარი,ქმარს,ქმრის,ქმარმა,ქმრები,ქმართან,ქმარზე,ქმარიც"
"923","გადახედვა","gadakhedva","verb","review, revision, overview","5.024","68.83","162.34","4.838","5.210","0.2059","0.0484","0","0","გადახედე,გადავხედე,გადახედეთ,გადავხედავ,გადახედო,გადახედოთ,გადავხედავთ,გადახედავ"
"924","ყოველდღე","qoveldghe","adv","every day, daily","5.024","102.31","108.99","5.010","5.037","0.2941","0.0309","0","0","ყოველდღე,ყოველდღ,ყოველდგე,ყოველდრე"
"925","წარსული","tsarsuli","noun","past","5.024","143.24","77.82","5.156","4.891","0.2647","0.0178","0","0","წარსულში,წარსული,წარსულის,წარსულს,წარსულიდან,წარსულზე,წარსულია,წარსულით"
"926","ჩხუბი","chkhubi","noun","fight, quarrel, brawl","5.022","94.87","116.69","4.977","5.067","0.2500","0.0129","0","0","ჩხუბი,ჩხუბის,ჩხუბს,ჩხუბში,ჩხუბები,ჩხუბიც,ჩხუბზე,ჩხუბებში"
"927","ზამთარი","zamtari","noun","winter","5.022","106.03","104.22","5.025","5.018","0.2206","0.0223","0","0","ზამთარში,ზამთრის,ზამთარი,ზამთარს,ზამთარია,ზამთრისთვის,ზამთარშიც,ზამთარ"
"928","სექსი","seksi","noun","sex","5.021","102.31","107.52","5.010","5.031","0.1176","0.0180","0","0","სექსი,სექსის,სექს,სექსით,სექსზე,სექსს,სექსია,სექსში"
"929","აწევა","ats'eva","verb","to lift, to raise, to elevate","5.020","79.99","137.22","4.903","5.137","0.2059","0.0322","0","0","აწევა,იწევს,აიწევს,აიწია,აწიო,აწევს,ავწიო,ავწიე"
"930","მოგვარება","mogvareba","verb","to resolve, to settle, to arrange","5.019","106.03","103.12","5.025","5.013","0.3088","0.0271","0","0","მოგვარება,მოგვარდება,მოვაგვარო,მოგვარდა,მოაგვარებს,მოგვარდეს,მოგვარების,მოაგვარე"
"931","საშინელება","sashineleba","noun","horror, terror, atrocity","5.019","120.91","90.29","5.082","4.956","0.2206","0.0245","0","0","საშინელებაა,საშინელება,საშინელებათა,საშინელებააა,საშინელებები,საშინელებას,საშინელების,საშინელებებს"
"932","კბილი","k'bili","noun","tooth","5.019","135.80","80.39","5.133","4.905","0.2647","0.0141","0","0","კბილის,კბილი,კბილები,კბილებს,კბილების,კბილებით,კბილებში,კბილს"
"933","დასაწყისი","dasats'q'isi","noun","beginning, start","5.019","76.27","143.09","4.882","5.156","0.2647","0.0382","0","0","დასაწყისში,დასაწყისი,დასაწყისისთვის,დასაწყისია,დასაწყისიდან,დასაწყისშივე,დასაწყისს,დასაწყისამდე"
"934","პიროვნება","p'irovneba","noun","person, personality, individual","5.017","102.31","105.87","5.010","5.025","0.3088","0.0252","0","0","პიროვნება,პიროვნების,პიროვნებას,პიროვნებაა,პიროვნებაზე,პიროვნებები,პიროვნებამ,პიროვნებასთან"
"935","მაწუხებს","matsukhebs","verb","to bother, to worry, to disturb","5.017","79.99","135.20","4.903","5.131","0.2059","0.0305","0","0","მაწუხებს,აწუხებს,გაწუხებს"
"936","წინაშე","ts'inashe","other","in front of, before, in the face of","5.017","206.48","52.34","5.315","4.719","0.3824","0.0137","0","0","წინაშე,წინაში,წინაშეა,წინაშეც"
"937","ზარი","zari","noun","bell, call (phone), toll","5.017","232.53","46.47","5.366","4.667","0.4118","0.0107","0","0","ზარი,ზარის,ზარები,ზარს,ზარების,ზარებს,ზარით,ზარზე"
"938","სამხედრო","samkhedro","adj","military","5.017","165.56","65.17","5.219","4.814","0.2353","0.0106","0","0","სამხედრო,სამხედროები,სამხედროების,სამხედროებმა,სამხედროებს,სამხედროებიც"
"939","საბჭოთა","sabch'ota","adj","Soviet","5.016","120.91","89.19","5.082","4.950","0.1324","0.0176","0","0","საბჭოთა,საბჭოტა"
"940","მატჩი","mat'chi","noun","match","5.016","76.27","140.89","4.882","5.149","0.1618","0.0183","0","0","მატჩი,მატჩის,მატჩში,მატჩების,მატჩები,მატჩს,მატჩზე,მატჩებს"
"941","ჯერჯერობით","jerjerobit","adv","for now, so far, yet","5.015","61.39","174.80","4.788","5.243","0.2059","0.0488","0","0","ჯერჯერობით,ჯერ-ჯერობით,ჯერობით,ჯერჯერობიტ"
"942","როლი","roli","noun","role","5.014","83.71","127.69","4.923","5.106","0.2059","0.0278","0","0","როლს,როლი,როლში,როლის,როლებიც,როლები,როლზე,როლიც"
"943","გაგიჟება","gagizheba","verb","to go crazy, to drive crazy","5.014","128.36","83.14","5.108","4.920","0.2794","0.0251","0","0","ვგიჟდები,გავგიჟდი,გაგიჟდა,გიჟდება,მაგიჟებს,გავგიჟდები,გაგიჟდი,გიჟდებიან"
"944","უკანასკნელი","uk'anask'neli","adj","last, final, ultimate","5.014","135.80","78.37","5.133","4.894","0.3088","0.0214","0","0","უკანასკნელი,უკანასკნელ,უკანასკნელის,უკანასკნელს,უკანასკნელმა,უკანასკნელნი,უკანასკნელთა,უკანასკნელში"
"945","ხარჯი","kharji","noun","expense, cost","5.013","72.55","146.57","4.861","5.166","0.1029","0.0358","0","0","ხარჯზე,ხარჯი,ხარჯები,ხარჯების,ხარჯებს,ხარჯია,ხარჯს,ხარჯებთან"
"946","განათლება","ganat'leba","noun","education, enlightenment","5.013","53.95","196.80","4.732","5.294","0.1471","0.0331","0","0","განათლების,განათლება,განათლებას,განათლებაში,განათლებით,განათლებაზე,განათლებისა,განათლებაა"
"947","უსაფრთხოება","usaprtkhoeba","noun","security, safety","5.012","161.84","65.36","5.209","4.815","0.2353","0.0149","0","0","უსაფრთხოების,უსაფრთხოება,უსაფრთხოებას,უსაფრთხოებისთვის,უსაფრთხოებაზე,უსაფრთხოებისა,უსაბრთხოების,უსაფრთხოებაში"
"948","ახლო","akhlo","adj","close, near","5.011","87.43","120.17","4.942","5.080","0.2500","0.0333","0","0","ახლო,უახლოეს,უახლოესი,ახლოა,უახლოს,უახლოვეს,ახლოში"
"949","გამოსავალი","gamosavali","noun","solution, way out, exit","5.011","117.19","89.56","5.069","4.952","0.3235","0.0231","0","0","გამოსავალი,გამოსავალია,გამოსავალს,გამოსავლის,გამოსავალიც,გამოსავალზე,გამოსავლად"
"950","რიცხვი","ritskhvi","noun","number, date","5.010","83.71","125.12","4.923","5.097","0.1912","0.0217","0","0","რიცხვი,რიცხვს,რიცხვები,რიცხვის,რიცხვში,რიცხვებში,რიცხვია,რიცხვებს"
"951","მიყოლა","miqola","verb","to follow, to go along with","5.010","150.68","69.39","5.178","4.841","0.3676","0.0203","0","0","მიყვება,მივყვები,მიყევი,მივყვეთ,მიყვები,მიყვებიან,მიყვე,მიჰყვება"
"952","ნაცვლად","natsvlad","adv","instead of, in place of","5.009","98.59","105.51","4.994","5.023","0.3088","0.0277","0","0","ნაცვლად,ნაცვლათ"
"953","აღდგენა","aghdgena","verb","restoration, recovery, reconstruction","5.008","83.71","124.02","4.923","5.093","0.2353","0.0228","0","0","აღდგენა,აღდგენას,აღდგენის,აღდგება,აღდგეს,აღადგენს,აღვადგინო,აღადგინა"
"954","მიღებული","mighebuli","adj","received, accepted, adopted","5.008","72.55","142.72","4.861","5.154","0.1912","0.0311","0","0","მიღებული,მიღებულ,მიღებულია,მიღებულზე,მიღებულმა"
"955","მეთოდი","metodi","noun","method","5.007","46.51","222.10","4.668","5.347","0.1324","0.0410","0","0","მეთოდი,მეთოდით,მეთოდები,მეთოდს,მეთოდია,მეთოდებით,მეთოდის,მეთოდებს"
"956","საავადმყოფო","saavadmq'opo","noun","hospital","5.007","154.40","66.82","5.189","4.825","0.1618","0.0135","0","0","საავადმყოფოში,საავადმყოფო,საავადმყოფოს,საავადმყოფოების,საავადმყოფოებში,საავადმყოფოები,საავადმყოფოსთან,სავადმყოფოში"
"957","დაღლა","daghla","verb","to get tired, to become weary","5.006","132.08","78.01","5.121","4.892","0.3088","0.0206","0","0","დავიღალე,დაიღალა,ვიღლები,დამღალა,იღლება,ღლის,დაიღლები,დაიღალე"
"958","ტაქსი","t'ak'si","noun","taxi","5.006","173.00","59.31","5.238","4.773","0.1029","0.0085","0","0","ტაქსი,ტაქსის,ტაქსით,ტაქსები,ტაქსების,ტაქსიში,ტაქსში,ტაქსს"
"959","დამართება","damarteba","verb","to happen, to befall, to occur","5.005","109.75","93.41","5.040","4.970","0.2059","0.0245","0","0","დაემართა,დამემართა,დაემართება,დაემართოს,დაგემართება,დაგემართოს,დაგემართა,დამემართოს"
"960","ენერგია","energia","noun","energy","5.005","39.06","262.25","4.592","5.419","0.1324","0.0313","0","0","ენერგიის,ენერგია,ენერგიას,ენერგიით,ენერგიაზე,ენერგიად,ენერგიაა,ენერგიაც"
"961","სადგური","sadguri","noun","station, depot","5.004","98.59","103.49","4.994","5.015","0.2206","0.0076","0","0","სადგურის,სადგური,სადგურ,სადგურზე,სადგურები,სადგურების,სადგურიდან,სადგურებს"
"962","ჩაბარება","chabareba","verb","to hand over, to submit, to surrender","5.004","61.39","166.19","4.788","5.221","0.1618","0.0315","0","0","ჩაბარება,ჩავაბარე,ჩააბარო,ჩავაბარო,ჩაბარების,ჩაბარებას,ჩააბარე,ჩაბარდა"
"963","პოლიტიკა","p'olit'ik'a","noun","politics, policy","5.003","76.27","132.82","4.882","5.123","0.1765","0.0297","0","0","პოლიტიკა,პოლიტიკაში,პოლიტიკის,პოლიტიკას,პოლიტიკაზე,პოლიტიკაა,პოლიტიკასთან,პოლიტიკიდან"
"966","ტესტი","t'est'i","noun","test","5.001","68.83","146.20","4.838","5.165","0.0588","0.0226","0","0","ტესტი,ტესტები,ტესტ,ტესტის,ტესტების,ტესტს,ტესტებს,ტესტში"
"968","ბუნება","buneba","noun","nature, character","5.000","76.27","131.17","4.882","5.118","0.1765","0.0275","0","0","ბუნებაში,ბუნების,ბუნება,ბუნებას,ბუნებით,ბუნებასთან,ბუნებამ,ბუნებაა"
"969","უმაღლესი","umaghlesi","adj","highest, supreme, superior","5.000","87.43","114.12","4.942","5.057","0.2206","0.0237","0","0","უმაღლესი,უმაღლეს,უმაღლესში,უმაღლესის"
"970","ტელევიზორი","t'elevizori","noun","television, TV set","4.999","98.59","101.11","4.994","5.005","0.1765","0.0225","0","0","ტელევიზორში,ტელევიზორი,ტელევიზორს,ტელევიზორის,ტელევიზორზე,ტელევიზორთან,ტელევიზორები,ტელევიზორებს"
"971","მატარებელი","mat'arebeli","noun","train","4.999","143.24","69.57","5.156","4.842","0.2059","0.0115","0","0","მატარებელი,მატარებლის,მატარებლით,მატარებლები,მატარებელს,მატარებელია,მატარებელში,მატარებლების"
"972","მეუღლე","meughle","noun","spouse, husband, wife","4.999","191.60","51.97","5.282","4.716","0.2794","0.0102","0","0","მეუღლე,მეუღლეს,მეუღლის,მეუღლემ,მეუღლეთა,მეუღლესთან,მეუღლეა,მეუღლისთვის"
"973","ქარი","kari","noun","wind","4.999","154.40","64.44","5.189","4.809","0.3529","0.0113","0","0","ქარი,ქარის,ქარია,ქარს,ქარში,ქარმა,ქარები,ქარზე"
"974","კლიენტი","k'lient'i","noun","client, customer","4.998","109.75","90.47","5.040","4.957","0.1618","0.0183","0","0","კლიენტი,კლიენტს,კლიენტებს,კლიენტის,კლიენტები,კლიენტების,კლიენტებთან,კლიენტია"
"975","ეკლესია","ek'lesia","noun","church","4.998","128.36","77.09","5.108","4.887","0.1765","0.0124","0","0","ეკლესია,ეკლესიის,ეკლესიაში,ეკლესიას,ეკლესიების,ეკლესიები,ეკლესიიდან,ეკლესიასთან"
"976","საჩუქარი","sachuk'ari","noun","gift, present","4.997","187.88","52.52","5.274","4.720","0.5147","0.0122","0","0","საჩუქარი,საჩუქრად,საჩუქარს,საჩუქრები,საჩუქრის,საჩუქრების,საჩუქარია,საჩუქრებს"
"977","ალბომი","albomi","noun","album","4.997","27.90","352.82","4.446","5.548","0.0294","0.0173","0","0","ალბომი,ალბომის,ალბომს,ალბომია,ალბომში,ალბომები,ალბომიდან,ალბომზე"
"978","მსმენია","msmenia","verb","to have heard","4.996","146.96","66.82","5.167","4.825","0.3529","0.0201","0","0","მსმენია,გსმენიათ,გსმენია"
"979","მოშორება","moshoreba","verb","to remove, to get rid of, to distance","4.996","146.96","66.82","5.167","4.825","0.2500","0.0175","0","0","მოშორება,მოვიშორე,მოვიშორო,მოაშორეთ,მოიშორებ,მოიშორო,მოშორებას,მოიშორა"
"980","სალამი","salami","interj","hello, greetings","4.996","91.15","107.52","4.960","5.031","0.1618","0.0339","0","0","სალამი,სალამით"
"981","წმინდა","ts'minda","adj","holy, pure, clean, saint","4.995","165.56","59.12","5.219","4.772","0.2941","0.0143","0","0","წმინდა,წმინდაა,წმინდას"
"982","გასული","gasuli","adj","past, last, elapsed","4.995","120.91","80.94","5.082","4.908","0.2206","0.0240","0","0","გასული,გასულ,გასულია,გასულები,გასულს"
"983","მიკვირს","mikvirs","verb","to be surprised, to wonder","4.995","61.39","159.40","4.788","5.202","0.2059","0.0467","0","0","მიკვირს,გამიკვირდა,გამიკვირდება,გიკვირს,მიკვირდა,გიკვირთ,გაგიკვირდებათ,გამკვირვებია"
"984","ცხადია","tskhadia","adv","obviously, clearly, certainly","4.995","146.96","66.46","5.167","4.823","0.1912","0.0174","0","0","ცხადია"
